account,risk_score,is_laundering,community_size,anomaly_score
121580_807EF7690,0.024119796,0,1,0.3712431260716098
17120_806DC1E30,0.024119796,0,1,0.3712431260716098
137024_812456570,0.024119796,0,1,0.37371203922653207
135490_810AF6B80,0.024119796,0,1,0.37491471738785026
25536_807A60EF0,0.024119796,0,1,0.37618440762897665
117304_806D80CD0,0.024119796,0,1,0.37491471738785026
2627_80DC81760,0.024119796,0,1,0.37010564514221084
1068_801CA7EA0,0.024119796,0,1,0.3744453164330522
1665_813F1EE50,0.024119796,0,1,0.37371203922653207
30380_81426F680,0.024119796,0,1,0.3712431260716098
13157_8054CFEA0,0.024119796,0,1,0.3712431260716098
10813_803F61D70,0.024119796,0,1,0.37618440762897665
1665_802354C80,0.024119796,0,1,0.3712431260716098
13432_80DBA1770,0.024119796,0,1,0.37491471738785026
118190_806BD2870,0.024119796,0,1,0.37618440762897665
410_802D00C40,0.024119748,0,3,0.3984337922519589
46276_8116303C0,0.024119494,0,1,0.3075322450286877
23146_804C7A0C0,0.02411482,0,138,0.4415328851851812
16_804AC8570,0.024113355,0,4,0.6821185316652884
19925_81459D390,0.024111975,0,7,0.6035207949103225
117435_806FBBB00,0.02411161,0,2,0.40575513597903373
224555_80C2DC500,0.02411143,0,2,0.37864050373757785
219077_81355CD50,0.02411143,0,2,0.37864050373757785
35655_80DFAFE90,0.024110887,0,2,0.4209559155851971
228597_80BD84B10,0.024110146,0,2,0.39813819709640885
5365_803498E00,0.024109295,0,1,0.3081311323749535
125906_809EBFEB0,0.024106124,0,4,0.3422257560206375
13157_8054E83F0,0.024103886,0,1,0.36292207600996634
287_8060E7BF0,0.024103886,0,1,0.36292207600996634
1674_802A9FDB0,0.024103886,0,1,0.36562219933066575
14629_812284C20,0.024103886,0,1,0.36562219933066575
10656_804632780,0.024103886,0,1,0.36372789829728674
25536_807AC65E0,0.024103886,0,1,0.36372789829728674
2947_808E7D7C0,0.024103886,0,1,0.36292207600996634
10_800119190,0.024103886,0,1,0.36292207600996634
218665_806BBC4B0,0.024103886,0,1,0.36372789829728674
228921_80D2D8560,0.024103886,0,1,0.36292207600996634
17854_812555590,0.024103886,0,1,0.36292207600996634
110057_8040A02F0,0.024103886,0,1,0.36292207600996634
22828_80427BF50,0.024103886,0,1,0.36116358107830715
20248_81258C660,0.024103886,0,1,0.36372789829728674
116781_8062D06E0,0.024103886,0,1,0.36562219933066575
54717_8141C5B90,0.024103886,0,1,0.36292207600996634
1420_8002CF5A0,0.024103886,0,1,0.36292207600996634
10813_809B21300,0.024103886,0,1,0.36372789829728674
10099_809AFFAC0,0.024103886,0,1,0.36116358107830715
217496_806EDCD10,0.024103886,0,1,0.36562219933066575
3514_8057A6B40,0.024103886,0,1,0.36562219933066575
112733_8056855A0,0.024103886,0,1,0.36562219933066575
15863_802634BC0,0.024103886,0,1,0.36292207600996634
1299_80D389110,0.024103886,0,1,0.36562219933066575
213005_804D8C820,0.024103886,0,1,0.36562219933066575
14381_805CAFEB0,0.024103886,0,1,0.36372789829728674
233580_81444CE20,0.024103886,0,1,0.36116358107830715
210319_8040D1410,0.024103886,0,1,0.36116358107830715
71_804D628F0,0.024103886,0,1,0.36562219933066575
16224_802AB3750,0.024103886,0,1,0.36292207600996634
14077_80F2F34C0,0.024103886,0,1,0.36116358107830715
117070_807134C20,0.024103886,0,1,0.36292207600996634
21918_8071FD700,0.024103886,0,1,0.36292207600996634
21831_8011E7000,0.024103886,0,1,0.36562219933066575
210319_8040F7640,0.024103886,0,1,0.36116358107830715
10709_8094C9E20,0.02410347,0,1,0.3074606236827407
1024_802210930,0.024103146,0,2,0.39639333193748116
22575_808654A60,0.024102792,0,3,0.3952927136905276
17907_809623900,0.02410055,0,2,0.40069294242518877
20_80151A940,0.024100393,0,1,0.3077148427632307
4726_805EB2930,0.024100393,0,1,0.3077148427632307
4259_802211D50,0.024099445,0,3,0.3973160214684081
11056_8009D39B0,0.024098543,0,2,0.46124131648145766
116425_806165E10,0.0240946,0,1,0.41568998150152076
1674_801E8BA00,0.024089905,0,2,0.388187967453302
24032_80D0774C0,0.0240856,0,3,0.5366351090953398
39198_813BF4210,0.024084507,0,3,0.33838627472295396
213952_80A711320,0.024079425,0,2,0.38942132812192515
15747_8079B59F0,0.024079425,0,2,0.38942132812192515
3_802F6B840,0.024077436,0,2,0.39784668903226084
113935_8069A8570,0.024077345,0,3,0.3448447111550782
3229_801859EF0,0.024075907,0,4,0.44931333079027735
19888_80A6CB640,0.024068339,0,3,0.40614978638534716
27140_802C7BEA0,0.024066104,0,2,0.4217730887413457
12963_8019C92D0,0.024064895,0,2,0.38115283530989963
16787_8074CA3D0,0.024064895,0,2,0.38115283530989963
116715_80BA67EE0,0.024064895,0,2,0.38115283530989963
42373_811472A50,0.024064895,0,2,0.38115283530989963
24840_806C9F410,0.024063013,0,889,0.5156604163514626
24032_812FA3E10,0.024061972,0,2,0.3909913366154057
29467_803C3E3B0,0.024061065,0,1,0.5510422373453598
20_8031056B0,0.024059251,0,1,0.455246879800489
1665_800C1BC60,0.024056794,0,1,0.3077148427632307
16586_80B4771F0,0.02405652,0,2,0.38394089927460934
218885_810E2B520,0.024056122,0,2,0.3909913366154057
27564_8031F57C0,0.024050979,0,3,0.39027147085781516
23_805322D40,0.024048293,0,2,0.38771520920565133
121580_808344D40,0.024045998,0,4,0.34011627429225477
513_800A860F0,0.024045238,0,6,0.4129895854209072
11_801EE1C40,0.024042262,0,2,0.3898172602429447
24515_80570B020,0.02404043,0,1,0.3074606236827407
11657_80FFE3900,0.02404043,0,1,0.3074606236827407
23_804385F30,0.02404043,0,1,0.3074606236827407
21360_8087F5AA0,0.02404043,0,1,0.3074606236827407
238397_811624600,0.02404043,0,1,0.3074606236827407
4726_809FD2AF0,0.02404043,0,1,0.3074606236827407
17425_80BF20680,0.02404043,0,1,0.3074606236827407
12893_8089802A0,0.02404043,0,1,0.3074606236827407
11107_805A2BBF0,0.024040164,0,4,0.4008626341801783
1522_8008BA160,0.024038855,0,4,0.46076993444440256
13345_80ED50F10,0.024037758,0,2,0.3925049370653102
24811_802A96C80,0.024034563,0,3,0.44942346593879406
221731_80E1339D0,0.024033977,0,1,0.307278176801591
115976_80A328FD0,0.024033977,0,1,0.307278176801591
328822_80D039DF0,0.024033977,0,1,0.307278176801591
132523_80D9609D0,0.024033977,0,1,0.307278176801591
22_801C63C90,0.024033977,0,1,0.307278176801591
31960_80A660FA0,0.024033977,0,1,0.307278176801591
32517_80278C990,0.024033977,0,1,0.307278176801591
32738_80FEEC690,0.024033977,0,1,0.307278176801591
232583_80C0AA970,0.024033977,0,1,0.307278176801591
338622_810C9AFC0,0.024033977,0,1,0.307278176801591
317762_80761E070,0.024033977,0,1,0.307278176801591
220967_8080398C0,0.024033977,0,1,0.307278176801591
11157_803D36A50,0.024033977,0,1,0.307278176801591
16643_8072834A0,0.024033977,0,1,0.307278176801591
132523_80D33FB00,0.024033977,0,1,0.307278176801591
701_802C32C60,0.024033977,0,1,0.307278176801591
37696_806606B00,0.024033977,0,1,0.307278176801591
1588_80247AB00,0.024033977,0,1,0.307278176801591
2824_809C258A0,0.024033977,0,1,0.307278176801591
1_80077E5B0,0.024033977,0,1,0.307278176801591
21611_80D73C830,0.024033977,0,1,0.307278176801591
33325_8058057E0,0.024033977,0,1,0.307278176801591
132499_80D00B670,0.024033977,0,1,0.307278176801591
324478_808E83C80,0.024033977,0,1,0.307278176801591
17729_8042D1110,0.024033977,0,1,0.307278176801591
1_8004B9530,0.024033977,0,1,0.307278176801591
24840_80E341B90,0.024033977,0,1,0.307278176801591
326748_80C350210,0.024033977,0,1,0.307278176801591
39159_803AC3860,0.024033977,0,1,0.307278176801591
329825_813BD6200,0.024033977,0,1,0.307278176801591
111121_80DF95870,0.024033977,0,1,0.307278176801591
121580_80868CC40,0.024033977,0,1,0.307278176801591
33948_811FE5260,0.024033977,0,1,0.307278176801591
316447_806006940,0.024033977,0,1,0.307278176801591
36455_810977AC0,0.024033977,0,1,0.307278176801591
14657_80F262690,0.024033977,0,1,0.307278176801591
20861_80B9A38C0,0.024033977,0,1,0.307278176801591
22736_80948F1D0,0.024033977,0,1,0.307278176801591
234347_80D33E770,0.024033977,0,1,0.307278176801591
28717_80A8FEF50,0.024033977,0,1,0.307278176801591
33446_808BE9800,0.024033977,0,1,0.307278176801591
337552_80F7CE420,0.024033977,0,1,0.307278176801591
28717_80BA96B20,0.024033977,0,1,0.307278176801591
320958_80D23F020,0.024033977,0,1,0.307278176801591
332215_807838810,0.024033977,0,1,0.307278176801591
314334_8068BA540,0.024033977,0,1,0.307278176801591
321417_8084624E0,0.024033977,0,1,0.307278176801591
10_801B7CA60,0.024033977,0,1,0.307278176801591
326205_813693DF0,0.024033977,0,1,0.307278176801591
354468_813E76840,0.024033977,0,1,0.307278176801591
3890_80147C850,0.024033977,0,1,0.307278176801591
137079_810655790,0.024033977,0,1,0.307278176801591
1729_8045B5730,0.024033977,0,1,0.307278176801591
11657_80EBCC7A0,0.024033977,0,1,0.307278176801591
137897_80E555040,0.024033977,0,1,0.307278176801591
334356_813AD0400,0.024033977,0,1,0.307278176801591
34275_809BC7450,0.024033977,0,1,0.307278176801591
36117_80D09C290,0.024033977,0,1,0.307278176801591
226925_8130F5DB0,0.024033977,0,1,0.307278176801591
32464_80DF4BE70,0.024033977,0,1,0.307278176801591
3881_80C8F0360,0.024033977,0,1,0.307278176801591
35498_80BDD0130,0.024033977,0,1,0.307278176801591
38851_80F4496F0,0.024033977,0,1,0.307278176801591
3512_801E9C060,0.024033977,0,1,0.307278176801591
36101_801F75AF0,0.024033977,0,1,0.307278176801591
315435_8059B4880,0.024033977,0,1,0.307278176801591
3553_80119FB20,0.024033977,0,1,0.307278176801591
241742_81117F4C0,0.024033977,0,1,0.307278176801591
19723_80EFFE200,0.024033977,0,1,0.307278176801591
236346_8115E20C0,0.024033977,0,1,0.307278176801591
36864_80529A530,0.024033977,0,1,0.307278176801591
13145_80C321520,0.024033977,0,1,0.307278176801591
31287_802021AD0,0.024033977,0,1,0.307278176801591
337698_80E73A950,0.024033977,0,1,0.307278176801591
16031_813AE8F50,0.024033977,0,1,0.307278176801591
7042_80354DD20,0.024033977,0,1,0.307278176801591
341457_81322A730,0.024033977,0,1,0.307278176801591
39003_803FFC380,0.024033977,0,1,0.307278176801591
36053_810E6EAE0,0.024033977,0,1,0.307278176801591
1299_800D50F50,0.024033977,0,1,0.307278176801591
3727_804E726D0,0.024033977,0,1,0.307278176801591
33766_8125BD160,0.024033977,0,1,0.307278176801591
37016_808F14C30,0.024033977,0,1,0.307278176801591
32826_802853900,0.024033977,0,1,0.307278176801591
3698_80D2198D0,0.024033977,0,1,0.307278176801591
32738_80FA670D0,0.024033977,0,1,0.307278176801591
32530_8053F06A0,0.024033977,0,1,0.307278176801591
13554_801570E00,0.024033977,0,1,0.307278176801591
513_801449B90,0.024033243,0,2,0.3904430058510843
6030_80672BD10,0.024033243,0,2,0.3904430058510843
25547_8133BFE40,0.024030432,0,2,0.3717019995913624
137972_812449E60,0.02403013,0,1,0.3074606236827407
115700_80DBD1FD0,0.024029285,0,1496,0.5415740777600022
2915_800AABEA0,0.024023455,0,1,0.415362909986145
12513_80D53BF60,0.024023185,0,3,0.4153802787705315
137002_80DF7F160,0.024022913,0,3,0.33486032502164403
12513_802413950,0.024022298,0,3,0.43247783432726983
17854_813E62410,0.02402063,0,2,0.370509627415254
15730_8031982A0,0.024020145,0,3,0.43698177628134144
15980_802AD4390,0.02401682,0,2,0.4077836549223263
235920_812501950,0.024016317,0,2,0.3906916252165055
44238_8119E6A70,0.024015758,0,3,0.4084605182306394
2591_80053CE80,0.024015462,0,889,0.5029408335903267
122702_80B6A97A0,0.024012277,0,3,0.38306591253769806
12963_80DEC67F0,0.024009405,0,3,0.3346616191802612
17729_80BFCB9C0,0.024008742,0,1,0.3074606236827407
330043_80F468530,0.024006722,0,1,0.3074606236827407
31888_8091F38D0,0.024006722,0,1,0.3074606236827407
3608_8053246F0,0.024006722,0,1,0.3074606236827407
35545_803415210,0.024006722,0,1,0.3074606236827407
15747_80E1EF960,0.024006722,0,1,0.3074606236827407
321711_807E6A950,0.024006722,0,1,0.3074606236827407
36816_80913C6C0,0.024006722,0,1,0.3074606236827407
2991_801FFC1E0,0.024006722,0,1,0.3074606236827407
215687_8136AF490,0.024006722,0,1,0.3074606236827407
130864_80B8EDE50,0.024006722,0,1,0.3074606236827407
214609_80D1F1C50,0.024006722,0,1,0.3074606236827407
221765_80826EDF0,0.024006722,0,1,0.3074606236827407
1292_8051C11B0,0.024006722,0,1,0.3074606236827407
22_80B4EF780,0.024006722,0,1,0.3074606236827407
152153_813F269D0,0.024006722,0,1,0.3074606236827407
27564_8105AB1B0,0.024006722,0,1,0.3074606236827407
330904_8126E6770,0.024006722,0,1,0.3074606236827407
136014_80D9BDE50,0.024006722,0,1,0.3074606236827407
19535_805E91D10,0.024006722,0,1,0.3074606236827407
1490_8002DC6A0,0.024006722,0,1,0.3074606236827407
34617_801E6B520,0.024006722,0,1,0.3074606236827407
25547_8063D9FE0,0.024006722,0,1,0.3074606236827407
23833_813B32CC0,0.024006722,0,1,0.3074606236827407
322164_80B3119C0,0.024006722,0,1,0.3074606236827407
15723_80820FE50,0.024006722,0,1,0.3074606236827407
35300_80210A770,0.024006722,0,1,0.3074606236827407
39300_8130366B0,0.024006722,0,1,0.3074606236827407
220271_80D0CCEB0,0.024006722,0,1,0.3074606236827407
11056_8007E6F20,0.024006722,0,1,0.3074606236827407
224555_814908350,0.024006722,0,1,0.3074606236827407
220504_807E86890,0.024006722,0,1,0.3074606236827407
238397_813057990,0.024006722,0,1,0.3074606236827407
322240_80BCE2340,0.024006722,0,1,0.3074606236827407
135403_80E04C030,0.024006722,0,1,0.3074606236827407
38197_806A6E9D0,0.024006722,0,1,0.3074606236827407
13667_805351B60,0.024006722,0,1,0.3074606236827407
335552_811ADD210,0.024006722,0,1,0.3074606236827407
323141_8086E6310,0.024006722,0,1,0.3074606236827407
17748_80DDE04B0,0.024006722,0,1,0.3074606236827407
217959_807B11CC0,0.024006722,0,1,0.3074606236827407
324606_808F3C490,0.024006722,0,1,0.3074606236827407
32957_80174FA10,0.024006722,0,1,0.3074606236827407
115656_80A7733F0,0.024006722,0,1,0.3074606236827407
39198_80FAC6240,0.024006722,0,1,0.3074606236827407
3601_800305990,0.024006722,0,1,0.3074606236827407
335915_81036EF40,0.024006722,0,1,0.3074606236827407
21611_801BD0A30,0.024006722,0,1,0.3074606236827407
238082_81197C5A0,0.024006722,0,1,0.3074606236827407
36227_8026AB8B0,0.024006722,0,1,0.3074606236827407
130449_81057E690,0.024006722,0,1,0.3074606236827407
113090_805E96FD0,0.024006722,0,1,0.3074606236827407
111141_80558B6C0,0.024006722,0,1,0.3074606236827407
113779_805B57830,0.024006722,0,1,0.3074606236827407
32590_8124E9A30,0.024006722,0,1,0.3074606236827407
33654_804B6CFE0,0.024006722,0,1,0.3074606236827407
336564_80DED09A0,0.024006722,0,1,0.3074606236827407
1522_8141FD420,0.024006722,0,1,0.3074606236827407
132499_80CE6A630,0.024006722,0,1,0.3074606236827407
347731_81197B1A0,0.024006722,0,1,0.3074606236827407
31161_811DE3050,0.024006722,0,1,0.3074606236827407
136651_812BBD9B0,0.024006722,0,1,0.3074606236827407
31655_801864B00,0.024006722,0,1,0.3074606236827407
116845_809FA72A0,0.024006722,0,1,0.3074606236827407
321565_807D830D0,0.024006722,0,1,0.3074606236827407
120438_810751410,0.024006722,0,1,0.3074606236827407
31113_8048EE2D0,0.024006722,0,1,0.3074606236827407
34814_8084BB7B0,0.024006722,0,1,0.3074606236827407
11107_809BB5810,0.024006722,0,1,0.3074606236827407
6010_803BDF030,0.024006722,0,1,0.3074606236827407
227080_80F25D3A0,0.024006722,0,1,0.3074606236827407
6052_81171CAE0,0.024006432,0,1,0.3077148427632307
1669_801C55FD0,0.02400224,0,2,0.388187967453302
120519_80A67E5D0,0.023995,0,1,0.3803634754452172
21575_8030FFBE0,0.023995,0,1,0.37811938514593196
21568_807F8BAC0,0.023995,0,1,0.3803634754452172
9679_8044D40F0,0.023995,0,1,0.37507660393046116
230257_81210B410,0.023995,0,1,0.3803634754452172
24132_813971FF0,0.023993768,0,1,0.3074606236827407
31058_8043B7CB0,0.023993768,0,1,0.3074606236827407
35967_807B95280,0.023993768,0,1,0.3074606236827407
2467_80F0B2BC0,0.023993768,0,1,0.3074606236827407
219205_8071BB070,0.023993768,0,1,0.3074606236827407
513_803293C50,0.023993768,0,1,0.3074606236827407
217496_8071E83C0,0.023993768,0,1,0.3074606236827407
32803_807844C20,0.023993768,0,1,0.3074606236827407
350635_8128EA650,0.023993768,0,1,0.3074606236827407
322222_812CCF980,0.023993768,0,1,0.3074606236827407
10099_804083D10,0.023993768,0,1,0.3074606236827407
1501_8010F6DC0,0.023993768,0,1,0.3074606236827407
15750_80DF11400,0.023993768,0,1,0.3074606236827407
13345_80FC424A0,0.023993768,0,1,0.3074606236827407
10_8100A3ED0,0.023993768,0,1,0.3074606236827407
318220_8069F0F00,0.023993768,0,1,0.3074606236827407
12735_802C4ED70,0.023993768,0,1,0.3074606236827407
23525_801EB3070,0.023993768,0,1,0.3074606236827407
124261_8132C2FF0,0.023993768,0,1,0.3074606236827407
117304_80717DEC0,0.023993768,0,1,0.3074606236827407
212818_805645670,0.023993768,0,1,0.3074606236827407
3718_80171F220,0.023993768,0,1,0.3074606236827407
210575_812109650,0.023992516,0,1,0.3077148427632307
1729_80B6E0F60,0.023992432,0,1,0.30948194642495575
25075_806DF63E0,0.023992432,0,1,0.30948194642495575
3292_8002FFA20,0.023992432,0,1,0.30948194642495575
16733_806E75D40,0.023992432,0,1,0.30948194642495575
1547_8002E98E0,0.023992432,0,1,0.30948194642495575
312929_8055F9BC0,0.023992432,0,1,0.30948194642495575
328173_80CBDA750,0.023992432,0,1,0.30948194642495575
16224_8085189B0,0.023992432,0,1,0.30948194642495575
36513_803E77060,0.023992432,0,1,0.30948194642495575
136823_80DCC7C90,0.023992432,0,1,0.30948194642495575
35811_808CFFDB0,0.023992432,0,1,0.30948194642495575
318799_80B7EF720,0.023992432,0,1,0.30948194642495575
31107_81090ADA0,0.023992432,0,1,0.30948194642495575
17222_812BCF7A0,0.023992432,0,1,0.30948194642495575
32411_801A201C0,0.023992432,0,1,0.30948194642495575
338785_80F5B5AC0,0.023992432,0,1,0.30948194642495575
32125_8069671E0,0.023992432,0,1,0.30948194642495575
320382_8076AF930,0.023992432,0,1,0.30948194642495575
23555_8027A14E0,0.023992432,0,1,0.30948194642495575
13037_803530DE0,0.023992432,0,1,0.30948194642495575
3418_8024F41F0,0.023992432,0,1,0.30948194642495575
24482_8131FD210,0.023992432,0,1,0.30948194642495575
14290_80F25C5A0,0.023992432,0,1,0.30948194642495575
11471_8008BD700,0.023992432,0,1,0.30948194642495575
19535_80AB6E7D0,0.023992432,0,1,0.30948194642495575
35582_810B60D30,0.023992432,0,1,0.30948194642495575
32814_8010A0DE0,0.023992432,0,1,0.30948194642495575
908_80FF4A6F0,0.023992432,0,1,0.30948194642495575
345047_811AD2F30,0.023992432,0,1,0.30948194642495575
1_8033319C0,0.023992432,0,1,0.30948194642495575
32443_80184D620,0.023992432,0,1,0.30948194642495575
32956_80BBE1AD0,0.023992432,0,1,0.30948194642495575
25309_8102C1EC0,0.023992432,0,1,0.30948194642495575
14254_80B4287B0,0.023992432,0,1,0.30948194642495575
310577_803F4FE70,0.023992432,0,1,0.30948194642495575
39583_80388A8D0,0.023992432,0,1,0.30948194642495575
32058_80AA03FD0,0.023992432,0,1,0.30948194642495575
26024_80144CD10,0.023992432,0,1,0.30948194642495575
11296_808A6B340,0.023992432,0,1,0.30948194642495575
20248_814082E10,0.023992432,0,1,0.30948194642495575
36922_80977A580,0.023992432,0,1,0.30948194642495575
35902_8022DAEE0,0.023992432,0,1,0.30948194642495575
336120_80EC4C240,0.023992432,0,1,0.30948194642495575
35199_8027E2F50,0.023992432,0,1,0.30948194642495575
32375_80EC55B00,0.023992432,0,1,0.30948194642495575
220_8019883B0,0.023992432,0,1,0.30948194642495575
39409_809AF11E0,0.023992432,0,1,0.30948194642495575
326624_809B0C290,0.023992432,0,1,0.30948194642495575
36495_808238760,0.023992432,0,1,0.30948194642495575
4_803029C40,0.023992432,0,1,0.30948194642495575
15730_80686D770,0.023992432,0,1,0.30948194642495575
18015_806840090,0.023992432,0,1,0.30948194642495575
17401_809F161D0,0.023992432,0,1,0.30948194642495575
346087_810DC6C70,0.023992432,0,1,0.30948194642495575
3_80F602730,0.023992432,0,1,0.30948194642495575
234032_81097B600,0.023992432,0,1,0.30948194642495575
333379_80E373ED0,0.023992432,0,1,0.30948194642495575
35344_803BEA9E0,0.023992432,0,1,0.30948194642495575
36660_802756E50,0.023992432,0,1,0.30948194642495575
11657_80DCD1EB0,0.023992432,0,1,0.30948194642495575
513_8055A9FB0,0.023992432,0,1,0.30948194642495575
313584_804FD42A0,0.023992432,0,1,0.30948194642495575
39007_80CD8D0C0,0.023992432,0,1,0.30948194642495575
38890_80E857E00,0.023992432,0,1,0.30948194642495575
226350_80D1F30C0,0.023992432,0,1,0.30948194642495575
36759_8068D1A10,0.023992432,0,1,0.30948194642495575
34465_805AA6C10,0.023992432,0,1,0.30948194642495575
2845_80220DF90,0.023992432,0,1,0.30948194642495575
3_80AF22F80,0.023992432,0,1,0.30948194642495575
39505_8037FD700,0.023992432,0,1,0.30948194642495575
